date,branch_id,branch_name,sku_id,product_name,category,units_sold,selling_price,promotion,festival,festival_flag,weekend_flag,month,day_of_week,opening_stock,closing_stock,warehouse_stock
2025-09-07,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,25,35.0,0,,0,1,9,6,109,84,3945
2025-09-08,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,13,35.0,0,,0,0,9,0,84,71,3332
2025-09-09,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,23,35.0,0,,0,0,9,1,71,48,3454
2025-09-10,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,9,2,48,32,2957
2025-09-11,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,0,9,3,32,106,3312
2025-09-12,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,15,35.0,0,,0,0,9,4,106,91,3120
2025-09-13,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,37,31.83,1,,0,1,9,5,91,54,3586
2025-09-14,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,34,32.94,1,,0,1,9,6,54,20,3633
2025-09-15,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,23,32.18,1,,0,0,9,0,20,138,2964
2025-09-16,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,14,35.0,0,,0,0,9,1,138,124,3598
2025-09-17,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,9,2,124,108,4437
2025-09-18,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,12,35.0,0,,0,0,9,3,108,96,4071
2025-09-19,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,17,35.0,0,,0,0,9,4,96,79,3839
2025-09-20,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,1,9,5,79,60,3644
2025-09-21,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,29,35.0,0,,0,1,9,6,60,31,3815
2025-09-22,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,9,0,31,180,3108
2025-09-23,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,17,35.0,0,,0,0,9,1,180,163,2520
2025-09-24,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,14,35.0,0,,0,0,9,2,163,149,2659
2025-09-25,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,9,3,149,131,3859
2025-09-26,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,13,35.0,0,,0,0,9,4,131,118,3154
2025-09-27,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,25,35.0,0,,0,1,9,5,118,93,3882
2025-09-28,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,27,35.0,0,,0,1,9,6,93,66,4235
2025-09-29,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,20,35.0,0,Navratri,1,0,9,0,66,46,4609
2025-09-30,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,0,9,1,46,27,4676
2025-10-01,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,15,35.0,0,,0,0,10,2,27,190,2893
2025-10-02,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,10,3,190,174,2851
2025-10-03,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,10,4,174,158,3623
2025-10-04,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,21,35.0,0,,0,1,10,5,158,137,3998
2025-10-05,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,25,35.0,0,,0,1,10,6,137,112,4415
2025-10-06,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,17,35.0,0,,0,0,10,0,112,95,4066
2025-10-07,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,17,35.0,0,,0,0,10,1,95,78,3576
2025-10-08,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,10,2,78,62,4138
2025-10-09,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,10,3,62,46,4795
2025-10-10,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,15,35.0,0,,0,0,10,4,46,31,3957
2025-10-11,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,1,10,5,31,97,4029
2025-10-12,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,1,10,6,97,78,4928
2025-10-13,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,14,35.0,0,,0,0,10,0,78,64,3171
2025-10-14,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,10,1,64,48,3825
2025-10-15,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,10,2,48,32,3291
2025-10-16,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,10,3,32,159,3029
2025-10-17,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,14,35.0,0,,0,0,10,4,159,145,3059
2025-10-18,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,24,35.0,0,,0,1,10,5,145,121,3763
2025-10-19,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,24,35.0,0,,0,1,10,6,121,97,3625
2025-10-20,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,25,35.0,0,Diwali,1,0,10,0,97,72,4928
2025-10-21,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,20,35.0,0,,0,0,10,1,72,52,2500
2025-10-22,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,17,35.0,0,,0,0,10,2,52,35,3083
2025-10-23,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,12,35.0,0,,0,0,10,3,35,23,3425
2025-10-24,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,14,35.0,0,,0,0,10,4,23,165,3334
2025-10-25,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,15,35.0,0,,0,1,10,5,165,150,4929
2025-10-26,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,20,35.0,0,,0,1,10,6,150,130,3409
2025-10-27,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,10,0,130,114,3419
2025-10-28,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,13,35.0,0,,0,0,10,1,114,101,4232
2025-10-29,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,10,2,101,83,3362
2025-10-30,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,14,35.0,0,,0,0,10,3,83,69,4273
2025-10-31,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,10,4,69,53,2716
2025-11-01,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,23,35.0,0,,0,1,11,5,53,30,2980
2025-11-02,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,27,35.0,0,,0,1,11,6,30,145,4784
2025-11-03,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,21,35.0,0,,0,0,11,0,145,124,3533
2025-11-04,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,0,11,1,124,105,4091
2025-11-05,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,11,2,105,87,3481
2025-11-06,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,15,35.0,0,,0,0,11,3,87,72,4125
2025-11-07,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,11,4,72,54,4634
2025-11-08,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,1,11,5,54,35,3109
2025-11-09,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,21,35.0,0,,0,1,11,6,35,119,3848
2025-11-10,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,21,29.99,1,,0,0,11,0,119,98,4654
2025-11-11,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,23,31.67,1,,0,0,11,1,98,75,4559
2025-11-12,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,32,30.22,1,,0,0,11,2,75,43,3364
2025-11-13,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,11,3,43,27,4300
2025-11-14,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,0,11,4,27,146,3607
2025-11-15,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,22,35.0,0,,0,1,11,5,146,124,3487
2025-11-16,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,1,11,6,124,106,4838
2025-11-17,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,14,35.0,0,,0,0,11,0,106,92,2801
2025-11-18,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,11,1,92,74,4519
2025-11-19,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,24,35.0,0,,0,0,11,2,74,50,3604
2025-11-20,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,13,35.0,0,,0,0,11,3,50,37,4013
2025-11-21,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,21,35.0,0,,0,0,11,4,37,157,3423
2025-11-22,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,23,35.0,0,,0,1,11,5,157,134,2833
2025-11-23,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,1,11,6,134,116,3506
2025-11-24,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,11,0,116,100,2585
2025-11-25,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,11,1,100,84,3333
2025-11-26,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,0,11,2,84,65,4670
2025-11-27,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,15,35.0,0,,0,0,11,3,65,50,3138
2025-11-28,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,0,11,4,50,31,2666
2025-11-29,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,13,35.0,0,,0,1,11,5,31,116,4289
2025-11-30,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,20,35.0,0,,0,1,11,6,116,96,3469
2025-12-01,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,17,35.0,0,,0,0,12,0,96,79,3090
2025-12-02,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,25,35.0,0,,0,0,12,1,79,54,3271
2025-12-03,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,13,35.0,0,,0,0,12,2,54,41,4198
2025-12-04,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,0,12,3,41,22,3965
2025-12-05,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,12,35.0,0,,0,0,12,4,22,111,3912
2025-12-06,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,21,35.0,0,,0,1,12,5,111,90,4759
2025-12-07,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,25,35.0,0,,0,1,12,6,90,65,2812
2025-12-08,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,12,0,65,47,2589
2025-12-09,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,0,12,1,47,28,4167
2025-12-10,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,15,35.0,0,,0,0,12,2,28,144,4750
2025-12-11,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,14,35.0,0,,0,0,12,3,144,130,2826
2025-12-12,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,17,35.0,0,,0,0,12,4,130,113,3250
2025-12-13,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,1,12,5,113,95,3277
2025-12-14,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,23,35.0,0,,0,1,12,6,95,72,3469
2025-12-15,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,12,35.0,0,,0,0,12,0,72,60,4186
2025-12-16,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,12,1,60,42,3845
2025-12-17,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,21,35.0,0,,0,0,12,2,42,21,4907
2025-12-18,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,15,35.0,0,,0,0,12,3,21,167,4213
2025-12-19,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,17,35.0,0,,0,0,12,4,167,150,4358
2025-12-20,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,22,35.0,0,,0,1,12,5,150,128,3515
2025-12-21,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,23,35.0,0,,0,1,12,6,128,105,2841
2025-12-22,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,0,12,0,105,86,2662
2025-12-23,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,12,1,86,68,4688
2025-12-24,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,16,35.0,0,,0,0,12,2,68,52,2958
2025-12-25,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,27,35.0,0,Christmas,1,0,12,3,52,25,4001
2025-12-26,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,0,12,4,25,152,4360
2025-12-27,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,25,35.0,0,,0,1,12,5,152,127,3723
2025-12-28,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,19,35.0,0,,0,1,12,6,127,108,2865
2025-12-29,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,17,35.0,0,,0,0,12,0,108,91,3740
2025-12-30,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,18,35.0,0,,0,0,12,1,91,73,2804
2025-12-31,B05,Sulur,SKU006,Curd 500g,Dairy & Beverages,14,35.0,0,,0,0,12,2,73,59,3623
2025-01-01,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,17,210.0,0,New Year,1,0,1,2,143,126,3414
2025-01-02,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,8,210.0,0,,0,0,1,3,126,118,4667
2025-01-03,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,1,4,118,108,3716
2025-01-04,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,1,1,5,108,97,4680
2025-01-05,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,14,210.0,0,,0,1,1,6,97,83,3914
2025-01-06,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,1,0,83,72,4403
2025-01-07,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,8,210.0,0,,0,0,1,1,72,64,2619
2025-01-08,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,1,2,64,55,4459
2025-01-09,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,1,3,55,45,3919
2025-01-10,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,1,4,45,36,4015
2025-01-11,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,15,210.0,0,,0,1,1,5,36,21,4308
2025-01-12,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,1,1,6,21,92,3828
2025-01-13,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,1,0,92,82,3115
2025-01-14,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,Pongal,1,0,1,1,82,73,3325
2025-01-15,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,1,2,73,64,4255
2025-01-16,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,1,3,64,55,3673
2025-01-17,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,1,4,55,43,4404
2025-01-18,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,1,1,5,43,34,4672
2025-01-19,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,1,1,6,34,22,3679
2025-01-20,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,1,0,22,101,3343
2025-01-21,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,1,1,101,91,2823
2025-01-22,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,1,2,91,80,4737
2025-01-23,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,1,3,80,69,4345
2025-01-24,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,1,4,69,58,4786
2025-01-25,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,1,1,5,58,46,3722
2025-01-26,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,Republic Day,1,1,1,6,46,34,3722
2025-01-27,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,1,0,34,24,2770
2025-01-28,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,1,1,24,170,4132
2025-01-29,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,1,2,170,160,4212
2025-01-30,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,1,3,160,151,2906
2025-01-31,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,1,4,151,141,3653
2025-02-01,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,15,210.0,0,,0,1,2,5,141,126,4190
2025-02-02,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,16,210.0,0,,0,1,2,6,126,110,2568
2025-02-03,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,2,0,110,100,3566
2025-02-04,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,2,1,100,88,3298
2025-02-05,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,2,2,88,77,3586
2025-02-06,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,2,3,77,66,2527
2025-02-07,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,2,4,66,57,4437
2025-02-08,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,14,210.0,0,,0,1,2,5,57,43,3308
2025-02-09,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,1,2,6,43,31,3725
2025-02-10,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,7,210.0,0,,0,0,2,0,31,24,4876
2025-02-11,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,2,1,24,144,4674
2025-02-12,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,2,2,144,135,3944
2025-02-13,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,2,3,135,123,4202
2025-02-14,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,2,4,123,112,4963
2025-02-15,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,1,2,5,112,100,4330
2025-02-16,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,13,210.0,0,,0,1,2,6,100,87,3601
2025-02-17,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,6,210.0,0,,0,0,2,0,87,81,4655
2025-02-18,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,8,210.0,0,,0,0,2,1,81,73,3917
2025-02-19,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,2,2,73,61,3021
2025-02-20,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,2,3,61,51,4245
2025-02-21,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,16,190.8,1,,0,0,2,4,51,35,4537
2025-02-22,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,21,196.18,1,,0,1,2,5,35,185,3226
2025-02-23,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,15,195.79,1,,0,1,2,6,185,170,4301
2025-02-24,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,2,0,170,158,3878
2025-02-25,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,2,1,158,148,2999
2025-02-26,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,2,2,148,137,3886
2025-02-27,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,2,3,137,126,3943
2025-02-28,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,2,4,126,115,4826
2025-03-01,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,14,210.0,0,,0,1,3,5,115,101,4597
2025-03-02,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,1,3,6,101,90,4200
2025-03-03,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,3,0,90,81,4565
2025-03-04,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,3,1,81,71,4153
2025-03-05,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,3,2,71,61,3769
2025-03-06,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,7,210.0,0,,0,0,3,3,61,54,4629
2025-03-07,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,3,4,54,45,4126
2025-03-08,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,1,3,5,45,33,2758
2025-03-09,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,14,210.0,0,,0,1,3,6,33,137,3289
2025-03-10,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,8,210.0,0,,0,0,3,0,137,129,2928
2025-03-11,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,3,1,129,117,4436
2025-03-12,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,13,210.0,0,,0,0,3,2,117,104,2765
2025-03-13,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,3,3,104,92,2721
2025-03-14,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,3,4,92,83,2648
2025-03-15,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,1,3,5,83,71,2626
2025-03-16,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,1,3,6,71,62,4130
2025-03-17,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,3,0,62,52,3901
2025-03-18,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,3,1,52,42,4985
2025-03-19,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,3,2,42,32,2596
2025-03-20,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,3,3,32,21,4576
2025-03-21,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,3,4,21,102,3552
2025-03-22,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,17,182.32,1,,0,1,3,5,102,85,3262
2025-03-23,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,21,182.28,1,,0,1,3,6,85,64,2921
2025-03-24,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,186.63,1,,0,0,3,0,64,52,3646
2025-03-25,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,3,1,52,40,3901
2025-03-26,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,14,210.0,0,,0,0,3,2,40,26,3679
2025-03-27,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,3,3,26,174,2774
2025-03-28,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,14,210.0,0,,0,0,3,4,174,160,4962
2025-03-29,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,1,3,5,160,149,4390
2025-03-30,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,1,3,6,149,139,3683
2025-03-31,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,3,0,139,129,3905
2025-04-01,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,4,1,129,119,4172
2025-04-02,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,4,2,119,107,4908
2025-04-03,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,4,3,107,97,3796
2025-04-04,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,10,210.0,0,,0,0,4,4,97,87,2554
2025-04-05,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,15,210.0,0,,0,1,4,5,87,72,3843
2025-04-06,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,15,210.0,0,,0,1,4,6,72,57,4821
2025-04-07,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,4,0,57,46,4695
2025-04-08,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,4,1,46,35,4860
2025-04-09,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,8,210.0,0,,0,0,4,2,35,27,2644
2025-04-10,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,4,3,27,155,3100
2025-04-11,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,4,4,155,143,3879
2025-04-12,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,16,210.0,0,,0,1,4,5,143,127,3236
2025-04-13,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,13,210.0,0,,0,1,4,6,127,114,4719
2025-04-14,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,Tamil New Year,1,0,4,0,114,103,2689
2025-04-15,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,4,1,103,91,4993
2025-04-16,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,9,210.0,0,,0,0,4,2,91,82,2932
2025-04-17,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,4,3,82,70,2705
2025-04-18,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,11,210.0,0,,0,0,4,4,70,59,4276
2025-04-19,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,1,4,5,59,47,4178
2025-04-20,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,1,4,6,47,35,2511
2025-04-21,B05,Sulur,SKU007,Tea 500g,Dairy & Beverages,12,210.0,0,,0,0,4,0,35,23,2714
